,Ритм магического ядра,Поток Энергий,Пламя Стихий,Печать Чародея,Эмульсия Истока,Дыхание Истока,Тип Вектора Мощи,Общая сила потоков,Общая сила ядра,Общее давление,Магическая производительность,Эффективность ядра,Магическая мощность
4390,323.3241288875417,9315.198,920.179,59.89,1.186,0.968,Сильный,51870.181,16487665.963013332,21.869,10.410252951096123,13901910.592759978,4776.983313485999
8295,280.44484491796,9120.909,819.877,43.738,0.866,0.985,Сильный,39665.008,10937399.431872524,18.586,12.474872979214782,12629791.491769658,1350.0402404519991
3388,201.51515692990463,8492.101,712.182,25.36,0.502,0.964,Выше среднего,21984.677,4359593.212597699,13.161,15.371713147410357,8684448.630672706,-157.36128639599988
4927,201.51306253480223,8475.468,719.22,25.811,0.511,0.971,Выше среднего,21980.472999999998,4358720.086644459,13.302,15.100978473581213,8529784.90537076,-114.05906315999982
8876,145.21970153316772,7089.259,570.133,11.662,0.231,0.987,Ниже среднего,8497.813,1216525.625281859,8.807,,5266344.698189866,-337.44264453899996
5552,372.84547276509807,9766.422,1073.466,88.851,1.759,0.973,Сильный,74065.21399999999,27133959.03070453,26.977999999999998,7.89646389994315,15425786.828143567,16014.213478731992
2607,280.4469393130624,9128.423,844.091,45.241,0.896,0.961,Сильный,39651.488000000005,10933838.668810712,18.632,,12202944.942869099,1804.5005547520002
9334,143.36731378485604,6795.172,598.555,12.677,0.263,0.989,Слабый,6971.919,991847.9078784909,8.450000000000001,11.736273764258554,3771284.820830764,-305.4508957500002
238,201.51348141382272,8493.801,730.948,26.349,0.522,0.951,Выше среднего,21986.82,4359992.838024119,13.277000000000001,14.782758620689654,8352476.70119563,-35.01336088800015
4015,141.421830174243,6783.796,525.28,17.977,0.164,0.967,Слабый,3226.4950000000003,449680.8318888328,7.766,18.820975609756097,2741956.292005078,-268.37804928
11050,323.30140470068073,9293.343,915.659,60.121,1.19,0.997,Сильный,51865.966,16485109.528561288,22.297,10.375260504201682,13853033.217278395,4766.96950037
2977,323.32601384313386,9318.151,925.315,60.225,1.192,0.962,Сильный,51870.573000000004,16487866.84250648,21.864,10.357852348993289,13832103.055794027,4933.906326720002
11433,162.04879449942777,7728.119,620.599,16.31,0.323,0.998,Ниже среднего,14945.779,2385081.9618369555,10.518,19.11232198142415,7384154.680609769,-392.05343291399987
11188,141.02274318748198,6758.801,565.7,22.095,0.229,0.997,Слабый,5502.739,769597.3524190882,8.15,13.478777292576419,3360687.1284676343,-317.83940499999994
8745,280.44337884138827,9118.958,820.613,43.83,0.868,0.987,Сильный,39667.563,10938090.197113704,18.63,12.446129032258066,12601486.402204728,1368.2632849200008
11820,162.0480614611419,7706.334,627.343,16.649,0.33,1.0,Ниже среднего,14944.768,2384911.231326556,10.602,18.70690909090909,7227003.731292593,-380.1538996200002
5473,144.38403788731284,6803.825,507.772,2.257,0.134,0.973,Слабый,3277.438,464966.84764233214,7.76,23.03462686567164,3469901.8480771054,-237.32060352000002
945,138.34809592197072,6653.555,501.041,24.423,0.137,0.954,Слабый,960.787,131257.0642654901,7.214,11.265109489051094,958080.7610619714,-232.21420896200004
9656,372.841912293424,9735.898,1064.253,88.726,1.756,0.991,Сильный,74050.58499999999,27128296.31830454,27.457,7.909954441913439,15448915.898806686,15826.551642475997
9463,201.5144238916188,8466.713,699.706,24.802,0.491,0.99,Выше среднего,21976.185,4357887.857065471,13.219999999999999,15.716089613034622,8875535.35043884,-235.58507987999985
5097,162.0501558562443,7784.29,634.186,16.877,0.334,0.971,Ниже среднего,14950.162,2385798.3282078956,10.504999999999999,18.482874251497005,7143108.767089508,-357.2317273799999
10576,143.78964855725363,6740.276,612.701,10.994,0.273,0.995,Слабый,7071.24,1008837.6643944962,8.603,,3695376.0600530994,-289.58237408099995
6055,323.32182505292906,9312.547,912.388,59.325,1.174,0.975,Сильный,51869.662,16487390.37636185,21.838,10.516660988074959,14043773.744771594,4522.202383056001
6473,145.2200156924331,7093.816,579.926,12.057,0.239,0.977,Ниже среднего,8498.338,1216603.0453457749,8.853,19.37221757322176,5090389.311070188,-330.2318261579999
8923,201.5131672545573,8461.42,708.426,25.296,0.501,0.988,Выше среднего,21975.262,4357678.31200934,13.31,15.402395209580838,8697960.702613454,-183.8719799399997
8246,145.21875905537163,7048.207,585.13,12.293,0.243,0.985,Ниже среднего,8496.157000000001,1216283.9278122778,8.938,19.053333333333335,5005283.653548469,-327.6796825800001
3552,280.4467298735521,9126.975,840.326,45.015,0.891,0.965,Сильный,39653.998999999996,10934452.25375244,18.630000000000003,12.124848484848485,12272112.518240673,1731.7417015800006
11896,323.315646587377,9298.602,897.003,58.446,1.157,1.0,Сильный,51868.712999999996,16486767.193459976,21.970000000000002,10.671184096802074,14249582.708262729,4092.581947870002
3360,162.04994641673406,7778.302,646.895,17.466,0.346,0.964,Ниже среднего,14950.419,2385839.4843508094,10.598,17.84184971098266,6895489.839164189,-326.73983734000007
7342,323.3202542566023,9303.836,921.834,60.344,1.195,0.981,Сильный,51869.887,16487346.164124312,22.141,10.331849372384937,13796942.396756746,4916.887959829998
7959,162.04816618089703,7715.846,645.745,17.487,0.346,0.984,Ниже среднего,14946.271,2385159.571876539,10.703999999999999,17.84184971098266,6893524.77420965,-334.26697391999994
5628,162.04879449942777,7739.87,649.389,17.624,0.349,0.974,Ниже среднего,14948.009,2385437.496892087,10.683,17.68848137535817,6835064.461008846,-322.91759423699995
2410,323.33261118770645,9315.003,938.071,61.369,1.215,0.96,Сильный,51873.118,16489006.106043914,22.092999999999996,10.161777777777777,13571198.441188406,5424.190842645
7751,145.21875905537163,7045.028,588.427,12.427,0.246,0.983,Ниже среднего,8496.114,1216277.9738431564,8.959,18.8209756097561,4944219.40586649,-325.23820072199993
5783,241.6331903964912,8820.935,767.941,33.841,0.67,0.974,Выше среднего,30283.793,7198573.87242151,15.661000000000001,,10744140.108091805,335.15276067000036
4507,323.32444304680706,9309.269,933.054,61.111,1.21,0.969,Сильный,51870.921,16487845.58549229,22.153000000000002,10.203768595041323,13626318.665696109,5282.058087019999
10081,145.31478707081635,6746.38,599.676,2.459,0.25,0.993,Слабый,6634.688999999999,955314.6682561891,8.557,12.34656,3821258.6730247564,-291.6311169999999
3982,201.5131672545573,8478.357,722.327,25.963,0.514,0.967,Выше среднего,21981.469999999998,4358926.081540979,13.307,,8480400.936850155,-93.52055805400002
8252,372.8422264526893,9742.71,1070.711,89.183,1.765,0.985,Сильный,74052.26699999999,27128973.14206649,27.409,7.869620396600567,15370523.026666567,16192.275555234999
146,145.22190064802524,7153.292,592.882,12.544,0.248,0.95,Ниже среднего,8501.634,1217089.3558096308,8.844,18.6691935483871,4907618.370200125,-313.90242681600006
8153,372.84421612803663,9756.842,1058.827,87.691,1.736,0.984,Сильный,74065.48599999999,27133954.824051652,26.981,,15630158.308785515,15120.899018232
6901,323.32234865170466,9306.205,920.008,60.129,1.19,0.979,Сильный,51870.325,16487537.675859818,22.068,10.375260504201682,13855073.677193126,4832.21936736
10480,201.51578524843532,8471.06,689.232,24.213,0.479,0.994,Выше среднего,21976.484,4357988.432414073,13.124,16.1098121085595,9098096.93614629,-294.00216812800016
2294,372.84714828118,9783.468,1087.618,89.75,1.777,0.959,Сильный,74069.18100000001,27135381.084976535,26.813,7.816477208778841,15270332.630825289,16753.437712217994
8241,280.44264580310244,9117.884,826.008,44.226,0.876,0.985,Сильный,39668.285,10938260.720812118,18.692999999999998,12.332465753424659,12486598.996360864,1473.8871205440005
2253,162.0506794550199,7803.895,643.092,17.263,0.342,0.959,Ниже среднего,14951.86,2386077.957979166,10.527000000000001,18.050526315789472,6976836.134442005,-334.49054047200013
7178,241.60648685893568,8813.104,765.837,33.742,0.668,0.98,Выше среднего,30265.49,7193446.092632862,15.685,13.862155688622753,10768631.875198895,312.6195544599999
3611,145.22053929120867,7105.636,590.059,12.458,0.247,0.965,Ниже среднего,8499.172,1216726.803158449,8.889,18.744777327935225,4926019.445985624,-320.425578603
5353,323.32266281097,9314.202,914.412,59.445,1.177,0.972,Сильный,51869.777,16487469.632241823,21.823999999999998,10.489855564995752,14008045.566900443,4582.841925376
1736,372.8462058033839,9778.155,1098.633,90.942,1.8,0.957,Сильный,74060.467,27132108.997940257,27.076999999999998,7.7166,15073393.887744587,17674.2247338
8298,141.9050071243651,6636.735,468.755,7.625,0.096,0.985,Слабый,1065.371,148980.53268459308,7.189,16.076249999999998,1551880.5487978447,-184.43753328
9450,141.40821660607745,6623.858,593.747,18.084,0.251,0.99,Слабый,5035.892,709989.7271630572,8.116999999999999,6.148685258964144,2828644.331326921,-289.82156785100005
114,280.44777707110336,9138.456,842.338,44.908,0.889,0.95,Сильный,39641.677,10931112.565861257,18.429000000000002,12.152125984251969,12295964.641013786,1742.1759687779997
10894,201.5148427706393,8463.883,693.847,24.496,0.485,0.996,Выше среднего,21974.613999999998,4357598.8751596,13.196,15.910515463917525,8984739.94878268,-269.7817291800001
6126,280.4451590772253,9121.658,832.954,44.624,0.884,0.976,Сильный,39661.797999999995,10936567.544211598,18.675,12.220859728506788,12371682.742320811,1600.5844997999993
8099,372.845368045343,9751.759,1063.942,88.31,1.748,0.984,Сильный,74059.264,27131729.9969851,27.147,7.946155606407323,15521584.666467449,15561.817296552
11304,143.7926854301521,6615.273,512.95,6.107,0.148,0.998,Слабый,2613.091,373215.4967534995,7.614,10.427837837837838,2521726.3294155374,-251.34879959999992
9904,201.5139002928432,8462.206,701.561,24.922,0.493,0.992,Выше среднего,21974.936,4357637.3368825875,13.259,,8839020.96730748,-225.11696359299975
498,162.0502605759994,7794.002,657.82,17.943,0.355,0.952,Ниже среднего,14951.954,2386089.9399205553,10.639,17.389521126760563,6721380.112452269,-295.2737420999998
7081,323.3165890651731,9303.103,925.676,60.678,1.201,0.98,Сильный,51869.31,16486916.451125635,22.201,10.280233139050791,13727657.328164557,5057.407248076001
6559,323.3004622228846,9301.606,933.45,61.351,1.215,0.978,Сильный,51865.123,16484829.665271873,22.321,10.161777777777777,13567761.041376026,5354.846961750001
6378,280.4454732364906,9122.191,830.224,44.425,0.88,0.977,Сильный,39661.55,10936475.469817832,18.643,,12427813.0338839,1545.823868160001
4733,372.8432736502406,9759.03,1088.17,90.457,1.791,0.97,Сильный,74054.728,27130030.28954543,27.32,7.755376884422111,15147978.944469811,17231.720360400002
720,142.27602921675407,6681.953,463.941,1.659,0.079,0.953,Слабый,475.05600000000004,65288.19339110098,7.075,19.535696202531646,826432.8277354554,-152.06057657500003
7581,162.04889921918286,7739.742,637.852,17.097,0.338,0.982,Ниже среднего,14947.411999999998,2385343.267518651,10.608999999999998,18.26414201183432,7057228.602126187,-351.943220616
4384,144.49996265623028,6838.304,505.79,1.641,0.133,0.968,Слабый,3361.783,477464.7241066622,7.724,23.20781954887218,3589960.331629039,-236.49289132
10548,144.2070615011606,6610.151,532.783,7.033,0.169,0.995,Слабый,3083.6330000000003,442070.6406224684,7.766,9.13207100591716,2615802.6072335406,-266.712964518
10370,145.21823545659603,7033.643,579.599,12.078,0.239,0.994,Ниже среднего,8495.259,1216152.6216577594,8.929,19.37221757322176,5088504.6931287,-333.7645824309999
5725,145.0364419617083,6810.7,516.447,0.0,0.144,0.974,Слабый,3670.736,523768.9425647815,7.840999999999999,21.435000000000002,3637284.3233665386,-247.89817051199998
3089,145.2203298516984,7094.81,595.834,12.694,0.251,0.963,Ниже среднего,8498.822,1216674.5116997503,8.933,18.446055776892432,4847308.81155279,-314.2778223780001
9164,145.21834017635112,7034.443,584.968,12.294,0.243,0.989,Ниже среднего,8495.448999999999,1216179.6379508113,8.956,,5004854.477163833,-328.692149856
9186,280.441389166041,9116.506,822.387,44.005,0.871,0.989,Сильный,39671.011999999995,10938963.570861217,18.691,12.403260619977038,12559085.615225278,1406.3683522069991
484,323.3295743148079,9317.695,949.713,62.264,1.233,0.952,Сильный,51873.129,16488808.231681848,22.195,10.013430656934306,13372918.27387011,5848.562923154999
4545,142.30409411112615,6669.512,455.972,1.816,0.075,0.969,Слабый,582.702,80637.75336082252,7.061,,1075170.044810967,-148.29582810000002
596,145.22158648875984,7143.407,593.575,12.577,0.249,0.952,Ниже среднего,8501.176000000001,1217018.4687284788,8.86,18.594216867469882,4887624.3724035295,-314.2094894999999
10838,145.21813073684092,7029.327,578.733,12.045,0.238,0.996,Ниже среднего,8495.027,1216119.2158046535,8.93,,5109744.604221233,-334.24584578000014
8441,372.840969815628,9736.954,1074.079,89.643,1.775,0.986,Сильный,74047.54599999999,27127017.12818529,27.56,7.825284507042253,15282826.551090306,16538.486600999997
11165,241.56794998905164,8796.22,756.252,33.242,0.658,0.997,Выше среднего,30254.717,7189704.520853197,15.709,14.072826747720363,10926602.615278415,209.33524354399952
5164,323.31386635154,9305.493,936.394,61.491,1.217,0.972,Сильный,51869.152,16486746.57337501,22.275000000000002,10.145078060805258,13547039.090694338,5432.415817950001
10903,201.5149474903944,8464.772,692.906,24.441,0.484,0.996,Выше среднего,21974.908,4357640.233541179,13.184000000000001,15.943388429752066,9003388.912275165,-274.98522726400034
1647,137.56824790559463,6646.272,607.985,33.034,0.266,0.957,Слабый,4337.6179999999995,595169.2147358567,7.984,5.801954887218045,2237478.250886679,-271.87108816
4590,148.17468358313425,6722.646,560.795,0.0,0.196,0.969,Слабый,4239.983,624888.6471181879,7.968,7.874081632653061,3188207.3832560605,-273.62255424000006
7539,280.4436930006537,9119.304,827.967,44.331,0.878,0.982,Сильный,39665.822,10937650.655430041,18.681,12.304373576309796,12457460.883177724,1508.435192706
8997,280.4437977204088,9119.494,817.937,43.633,0.864,0.988,Сильный,39667.214,10938010.90325303,18.599,12.50375,12659734.841728045,1316.6895712320002
6815,145.21907321463698,7053.835,590.213,12.494,0.247,0.979,Ниже среднего,8496.628999999999,1216353.0693978474,8.957,18.744777327935225,4924506.353837439,-322.5360972730001
2700,147.5394535485784,6731.878,593.906,0.0,0.234,0.961,Слабый,5211.867,765695.387224445,8.181000000000001,6.595384615384615,3272202.509506175,-272.01821727600014
9308,145.21928265414724,7074.73,572.363,11.761,0.233,0.989,Ниже среднего,8497.136,1216426.997643942,8.838000000000001,,5220716.728085588,-336.9701467979999
1700,372.8451586058328,9775.016,1102.179,91.363,1.809,0.957,Сильный,74057.033,27130764.37389042,27.191,7.678208955223881,14997658.581476185,18011.802698901003
10661,241.57056798292965,8794.158,761.519,33.576,0.665,0.995,Выше среднего,30254.342,7189693.782913803,15.758,13.924691729323307,10811569.59836662,267.41538733000004
5404,201.5132719743125,8474.479,717.181,25.706,0.509,0.973,Выше среднего,21979.876999999997,4358615.396619906,13.294,15.160314341846757,8563095.081767987,-127.34151107399974
9182,145.21854961586138,7039.468,583.369,12.227,0.242,0.989,Ниже среднего,8495.633,1216208.9834965793,8.94,19.132066115702482,5025656.956597435,-330.2141158799999
2773,143.06854832349967,6852.891,498.719,8.359,0.129,0.961,Слабый,2919.8070000000002,410224.31145877537,7.592,23.927441860465116,3180033.422161049,-232.38541840800002
2942,372.8466246824044,9775.522,1089.344,90.134,1.784,0.962,Сильный,74063.63799999999,27133343.401619464,27.003999999999998,7.785807174887892,15209273.207185797,17022.395254784
